gene,score
ADGRL3-AS1,0.0
LGR5,0.0
ODC1-DT,0.0
LOC102724058,0.0
LINC01628,0.0
LINC01752,0.0
MRPS9-AS2,0.0
LANCL1-AS1,0.0
LOC102724849,0.0
FILIP1,0.0
LINC01428,0.0
LINC01706,0.0
C3orf35,0.0
TBATA,0.0
LINC01587,0.0
LINC02255,0.0
LINC02252,0.0
KHDRBS2,0.0
WDR27,0.0
ZC3H18-AS1,0.0
C20orf187,0.0
BRAT1,0.0
ZNF807P,0.0
MUTYH,0.0
LINC01724,0.0
LINC01975,0.0
LINC02093,0.0
LINC02090,0.0
LINC02088,0.0
LINC01675,0.0
LINC01681,0.0
LINC01680,0.0
LINC02414,0.0
LINC02461,0.0
LINC02417,0.0
C6orf141,0.0
LINC01685,0.0
PRPF3,0.0
GRASP-AS1,0.0
LARP1B,0.0
PTCSC1,0.0
SNX14,0.0
ARAP1-AS2,0.0
DAPK1-IT1,0.0
ARHGAP22-IT1,0.0
PRPF4B,0.0
TMTC4,0.0
TRMT11,0.0
OCIAD1-AS1,0.0
UBE3D,0.0
SRSF11,0.0
ARAP2,0.0
LINC01992,0.0
LOC646030,0.0
LINC01849,0.0
FAM85A,0.0
ICA1,0.0
SNX13,0.0
GSAP,0.0
LINC01865,0.0
LINC01810,0.0
PLCH1-AS2,0.0
HHATL-AS1,0.0
LINC02073,0.0
FREM2-AS1,0.0
LINC01886,0.0
SRGAP3-AS4,0.0
LINC01941,0.0
LINC00415,0.0
LINC01817,0.0
LINC01802,0.0
LINC01745,0.0
TRIM51EP,0.0
LINC01703,0.0
LOC105372633,0.0
LINC01982,0.0
LINC02089,0.0
LINC01892,0.0
LINC01928,0.0
LOC107984132,0.0
LINC01894,0.0
LINC01926,0.0
INTS4P1,0.0
LINC01713,0.0
LINC01683,0.0
PRKCZ,0.0
LINC01717,0.0
LINC01774,0.0
LINC01710,0.0
LINC01639,0.0
C1orf143,0.0
LINC01715,0.0
LINC01891,0.0
LINC02190,0.0
DNM3,0.0
LINC02323,0.0
LINC02205,0.0
LINC02251,0.0
LINC02351,0.0
LINC02124,0.0
LINC2194,0.0
LINC02178,0.0
CDRT3,0.0
LINC02168,0.0
LINC02136,0.0
SLC44A3,0.0
ARMCX5-GPRASP2,0.0
BACH1-IT3,0.0
LINC00216,0.0
MUS81,0.0
RAB9B,0.0
TMSB15B-AS1,0.0
MYOSLID,0.0
LINC02304,0.0
LINC02459,0.0
LINC02376,0.0
LINC02419,0.0
LINC02344,0.0
LINC02343,0.0
LINC02332,0.0
LINC02313,0.0
SEC23A-AS1,0.0
LINC02303,0.0
LINC01688,0.0
LINC02310,0.0
SLC12A9-AS1,0.0
LINC02330,0.0
LINC02299,0.0
LINC02172,0.0
C1QTNF3,0.0
LOC105373064,0.0
LINC01861,0.0
LINC02004,0.0
LOC110091776,0.0
TMEM126B,0.0
LINC02098,0.0
LINC02301,0.0
LINC01880,0.0
LINC02024,0.0
LINC02014,0.0
LINC02046,0.0
LOC107985544,0.0
LINC02006,0.0
LINC02068,0.0
SMDT1,0.0
LINC02038,0.0
LINC01904,0.0
TFB1M,0.0
LINC01942,0.0
C21orf59-TCP10L,0.0
LINC02005,0.0
LINC02077,0.0
SUPT3H,0.0
LINC01739,0.0
LINC01707,0.0
LINC01677,0.0
LINC02691,0.0
GET1,0.0
C18orf15,0.0
WRB-SH3BGR,0.0
EPB41L2,0.0
LINC01780,0.0
LINC02057,0.0
LINC02230,0.0
LOC100128966,0.0
LINC01784,0.0
LINC01980,0.0
LINC01678,0.0
LINC01803,0.0
LINC01972,0.0
LNCOG,0.0
LOC100422781,0.0
FAM198B-AS1,0.0
LOC105374042,0.0
CPAMD8,0.0
LINC02825,0.0
MGC4859,0.0
FLJ39095,0.0
LOC100310756,0.0
LOC101927551,0.0
LOC100287837,0.0
LOC339192,0.0
SYNDIG1,0.0
LMNTD2-AS1,0.0
LOC101927516,0.0
LOC101930421,0.0
LOC101928119,0.0
LOC100287049,0.0
POLI,0.0
INTS6L,0.0
CFLAR,0.0
CDC14B,0.0
DM1-AS,0.0
LINC02055,0.0
MMP2-AS1,0.0
LINC01852,0.0
PANCR,0.0
LINC01757,0.0
COL1A2-AS1,0.0
LINC002481,0.0
LINC01826,0.0
LINC01791,0.0
LINC01772,0.0
LINC00237,0.0
FKTN,0.0
TIA1,0.0
C3orf67,0.0
LOC103908604,0.0
SLC12A5-AS1,0.0
STK32A-AS1,0.0
LOC105378586,0.0
LINC02789,0.0
LOC100128079,0.0
MLST8,0.0
LOC100130283,0.0
CASC1,0.0
LOC100288728,0.0
SLC5A11,0.0
TXNRD2,0.0
LOC100128059,0.0
ASH1L-AS1,0.0
SLC25A45,0.0
STK4,0.0
LOC107985820,0.0
ALG9,0.0
FLICR,0.0
DCAF4,0.0
GALK2,0.0
BICDL1,0.0
TTC12,0.0
LOC105371855,0.0
LOC100128310,0.0
LOC100130373,0.0
LOC100129129,0.0
FAM135A-AS1,0.0
ARNTL,0.0
PPFIBP2,0.0
KLHDC4,0.0
LOC100507551,0.0
LINC02714,0.0
CMC2,0.0
LOC643327,0.0
NMRAL1,0.0
LOC107105282,0.0
NTM,0.0
IL6R-AS1,0.0
MIR4527HG,0.0
LINC02480,0.0
LINC02278,0.0
TESPA1,0.0
ZDHHC6,0.0
C11orf65,0.0
LINC01985,0.0
PTCSC2,0.0
LINC02436,0.0
MEIG1,0.0
LINC02588,0.0
USP15,0.0
SNHG28,0.0
LINC01742,0.0
GAS2,0.0
FAM85B,0.0
SAGE2P,0.0
TSPAN15,0.0
TMEM107,0.0
MTHFD2L,0.0
LINC01617,0.0
LINC01646,0.0
LINC01345,0.0
ACTR3C,0.0
SFXN2,0.0
LINC02383,0.0
LINC01946,0.0
LINC02360,0.0
LINC02472,0.0
LINC01820,0.0
LINC02162,0.0
ZNF789,0.0
LINC02221,0.0
LINC02220,0.0
LINC02228,0.0
LINC02160,0.0
LINC02107,0.0
LINC01795,0.0
LINC01805,0.0
PRSS46P,0.0
TAPBPL,0.0
TEMN3-AS1,0.0
LOC100286906,0.0
LINC01767,0.0
LINC01758,0.0
LINC01661,0.0
LINC02118,0.0
LINC02242,0.0
SEMA6A-AS2,0.0
DANT1,0.0
MROH3P,0.0
DSCR4,0.0
DTNB,0.0
LINC02490,0.0
LIX1L-AS1,0.0
LINC02484,0.0
LINC02146,0.0
LINC02479,0.0
LINC02485,0.0
LINC01753,0.0
LINC01755,0.0
LINC02283,0.0
LINC02374,0.0
EMC4,0.0
LINC02033,0.0
LINC02017,0.0
LINC02050,0.0
LINC02008,0.0
LINC02025,0.0
LINC02271,0.0
LINC02267,0.0
LINC02173,0.0
LINC02262,0.0
LINC02263,0.0
LINC02264,0.0
LINC02462,0.0
LINC02174,0.0
LINC02427,0.0
PPP1R12A-AS1,0.0
LINC02425,0.0
PTPN20,0.0
SNORA41B,0.0
SNORA75B,0.0
SNORA80D,0.0
SNORD3I,0.0
SNORA70I,0.0
SNORD70B,0.0
SNORA3C,0.0
SNORA11F,0.0
SNORA74C-2,0.0
SNORD163,0.0
SNORD155,0.0
SNORD159,0.0
SNORD157,0.0
SNORD161,0.0
SNORD162,0.0
SNORA118,0.0
SNORD149,0.0
SNORA70H,0.0
SNORA24B,0.0
SNORA1B,0.0
SNORA63B,0.0
SNORD13E,0.0
SNORD28B,0.0
SNORD63B,0.0
SNORD13H,0.0
SNORD3K,0.0
SNORD53B,0.0
SNORD13B-2,0.0
SNORD74B,0.0
SNORD3E,0.0
SNORD3H,0.0
SNORA21B,0.0
SNORA30B,0.0
SNORA63E,0.0
SNORA35B,0.0
SNORA77B,0.0
SNORD169,0.0
SNORD156,0.0
SNORD13D,0.0
RNA45SN1,0.0
SNORD147,0.0
SNORD158,0.0
SNORD172,0.0
SNORD151,0.0
SNORD154,0.0
SNORD170,0.0
SNORD145,0.0
RNA18SN1,0.0
SNORA112,0.0
RNA5-8SN1,0.0
RNA28SN1,0.0
LOC105369391,0.0
SLC27A3,0.0
LOC100505774,0.0
SNORA50B,0.0
ZNF556,0.0
SNORD150,0.0
SNORA119,0.0
SNORD167,0.0
SNORD175,0.0
SNORD153,0.0
SNORD146,0.0
SNORA115,0.0
SNORD160,0.0
SNORD164,0.0
SNORD173,0.0
SNORD166,0.0
SNORA114,0.0
SNORA116,0.0
SNORD168,0.0
SNORD152,0.0
SNORA25B,0.0
SNORD138,0.0
SNORA113,0.0
SNORD165,0.0
SNORA74D,0.0
SNORD13I,0.0
SNORD148,0.0
OR12D1,0.0
DNM1P50,0.0
HERC2P11,0.0
KIAA1614-AS1,0.0
CDH26,0.0
LINC00976,0.0
LOC399975,0.0
ZNF722P,0.0
OR52E1,0.0
SIGLEC16,0.0
OR4Q2,0.0
OR10J4,0.0
LRRFIP2,0.0
ELP5,0.0
STXBP5L,0.0
OR1D4,0.0
WSB1,0.0
RIOK3,0.0
SNX16,0.0
FAM197Y4,0.0
FAM197Y6,0.0
LINC01931,0.0
MAGI1-IT1,0.0
LINC00519,0.0
LINC00302,0.0
LINC01996,0.0
LINC01750,0.0
LOC644634,0.0
FAM30C,0.0
TFAP2A-AS2,0.0
TAB3-AS1,0.0
FAM197Y7,0.0
FAM197Y3,0.0
FAM197Y9,0.0
KLK13,0.0
FAM197Y8,0.0
LOC100126447,0.0
RNVU1-2A,0.0
SNORD65B,0.0
SNORD3F,0.0
SNORA22C,0.0
SNORA20B,0.0
SNORA80C,0.0
SNORA50D,0.0
SNORD13G,0.0
SNORD65C,0.0
SNORA79B,0.0
SNORD13F,0.0
RN7SL3,0.0
SNORD31B,0.0
SNORD3J,0.0
SNORD77B,0.0
SNORD3G,0.0
SNORA9B,0.0
SNORD19C,0.0
SNORD13C,0.0
SNORA40C,0.0
SNORA63D,0.0
SNORA63C,0.0
SNORA22B,0.0
ST3GAL4,0.0
LOC728975,0.0
LOC105375690,0.0
SNORD13J,0.0
SNORA15B-2,0.0
SNORA58B,0.0
SNORD38C,0.0
SNORA15B-1,0.0
SNORA11G,0.0
SNORA68B,0.0
SNORA10B,0.0
SNORA70J,0.0
SNORA74C-1,0.0
SNORA48B,0.0
SNORA40B,0.0
SNORA117,0.0
SAXO2,0.0
LINC02454,0.0
LINC01855,0.0
GUSBP16,0.0
KRT17P1,0.0
NDUFAF7,0.0
TANC1,0.0
RCOR3,0.0
LINC01874,0.0
PGM5P4,0.0
ACBD3-AS1,0.0
LINC02302,0.0
ZNF812P,0.0
LINC02312,0.0
LINC02349,0.0
LINC02318,0.0
LINC02361,0.0
LINC01964,0.0
LINC01883,0.0
LOC730234,0.0
PPIP5K1P1-CATSPER2,0.0
RPL5,0.0
RPL27,0.0
MIR4422HG,0.0
MEF2C-AS2,0.0
PRKCZ-AS1,0.0
LINC02350,0.0
POC1B-AS1,0.0
LNCSRLR,0.0
LINC02234,0.0
LINC02238,0.0
DRAM2,0.0
LINC02154,0.0
MIR4713HG,0.0
ITFG2-AS1,0.0
SNHG26,0.0
ZNF710-AS1,0.0
LINC02246,0.0
LINC02446,0.0
LIVAR,0.0
LINC02236,0.0
LINC01887,0.0
ATXN2-AS,0.0
LINC02311,0.0
LINC02364,0.0
LINC02420,0.0
LINC02134,0.0
LINC01893,0.0
LINC01748,0.0
LINC01905,0.0
A4GALT,0.0
CDH18-AS1,0.0
LINC02378,0.0
LINC02468,0.0
HSD17B3-AS1,0.0
TEX15,0.0
LINC02471,0.0
LINC01747,0.0
LINC01754,0.0
LINC02317,0.0
LINC01698,0.0
LINC02285,0.0
SPINT1-AS1,0.0
LINC02387,0.0
LINC01875,0.0
LINC01903,0.0
ELF3-AS1,0.0
LINC01682,0.0
LINC01846,0.0
LINC01712,0.0
LINC01737,0.0
LNCPRESS1,0.0
LINC02322,0.0
LINC01809,0.0
LINC01650,0.0
LINC02269,0.0
LINC01633,0.0
LINC02237,0.0
LINC02233,0.0
CFAP157,0.0
IMPA1P1,0.0
SPDYE14P,0.0
SPDYE13P,0.0
SPDYE15P,0.0
KRT17P2,0.0
USP32P3,0.0
ASNSP1,0.0
SPDYE10P,0.0
ARIH2,0.0
VPS8,0.0
PDE4DIPP1,0.0
KRT87P,0.0
TAF1D,0.0
MIR302CHG,0.0
NANOS3,0.0
LOC100288203,0.0
BMS1P14,0.0
RBM6,0.0
RNF144A,0.0
XYLB,0.0
RASA4DP,0.0
SNORD73B,0.0
DENND5A,0.0
LOC105371880,0.0
SNORD3P3,0.0
SNORA31B,0.0
SNORD13B-1,0.0
SNORD38D,0.0
SNORA120,0.0
TMBIM7P,0.0
TSGA10,0.0
MST1,0.0
SMIM27,0.0
AGO4,0.0
CCDC24,0.0
DCAF1,0.0
ANKRD28,0.0
RNA45SN4,0.0
LINC02231,0.0
CAMTA1-AS2,0.0
FAM157B,0.0
APOBEC3G,0.0
KYAT3,0.0
C8orf34,0.0
LOC102723313,0.0
FAM185BP,0.0
NSMCE2,0.0
PIBF1,0.0
RNA28SN4,0.0
MECR,0.0
PWWP2A,0.0
ZIC5,0.0
FAM153A,0.0
MICU3,0.0
KRT7-AS,0.0
LINC01930,0.0
NEUROD1,0.0
DNAJC5B,0.0
KLHL24,0.0
PWAR6,0.0
RNA18SN4,0.0
RNA5-8SN4,0.0
FBXL2,0.0
SLC25A48,0.0
RNA45SN2,0.0
SNX24,0.0
RNA18SN2,0.0
RNA5-8SN2,0.0
RNA28SN2,0.0
UIMC1,0.0
RNA45SN3,0.0
RNA18SN3,0.0
RNA5-8SN3,0.0
RNA28SN3,0.0
SETD2,0.0
ZNF248,0.0
PCCA,0.0
DCTN2,0.0
LOC101927824,0.0
COMMD4P2,0.0
CRPPA,0.0
LOC102724995,0.0
LOC100996643,0.0
LOC102724904,0.0
LOC105379443,0.0
LOC101927245,0.0
LOC102723534,0.0
LOC107984236,0.0
LOC102724378,0.0
LOC105369201,0.0
LOC105371031,0.0
LOC105374378,0.0
LOC105376917,0.0
LOC105377777,0.0
LOC105378230,0.0
LOC730268,0.0
LOC107984208,0.0
LOC105369209,0.0
PRSS45P,0.0
SCARB1,0.0
NINJ2,0.0
LOC100996720,0.0
LCN10,0.0
LNCRNA-ATB,0.0
LOC105369140,0.0
LOC105369199,0.0
LOC105371215,0.0
MYO6,0.0
CA5BP1-CA5B,0.0
DDO,0.0
LOC101927789,0.0
MYOPARR,0.0
PRSS44P,0.0
PRSS43P,0.0
LOC105378577,0.0
LOC107984265,0.0
LBHD1,0.0
TDRG1,0.0
BRPF1,0.0
AP1S2,0.0
ARG1,0.0
FAM218A,0.0
COL25A1-DT,0.0
H3P4,0.0
SNHG32,0.0
C3orf79,0.0
LOC107984341,0.0
C6orf99,0.0
NEUROG2-AS1,0.0
DIRC1,0.0
LOC100130449,0.0
LOC100144595,0.0
SMIM38,0.0
C2orf91,0.0
PAX6,0.0
H2BP2,0.0
C22orf46,0.0
GTSCR1,0.0
LOC107984507,0.0
LOC107985184,0.0
LOC107985246,0.0
LOC107985911,0.0
LOC107986163,0.0
LOC107986876,0.0
LOC107987389,0.0
LOC112268124,0.0
LINC02694,0.0
C17orf102,0.0
C17orf82,0.0
LINC02693,0.0
DOCK8-AS1,0.0
TMEM99,0.0
LINC02688,0.0
TPP2,0.0
ACHE,0.0
GVQW2,0.0
RABGAP1L,0.0
ZBTB8OS,0.0
MYCBPAP,0.0
TCP11,0.0
MCM3,0.0
PSMC6,0.0
TMEM274P,0.0
PPP4R3A,0.0
ADCK1,0.0
SPAG8,0.0
DIO2,0.0
SNX6,0.0
TBXAS1,0.0
LRMP,0.0
SLC35F4,0.0
ATF7-NPFF,0.0
SRRM1,0.0
ANKRD45,0.0
UBE2U,0.0
DLG1,0.0
C1orf194,0.0
ZFAND2A,0.0
TP53TG3E,0.0
TP53TG3F,0.0
COG4,0.0
LOC105370708,0.0
LOC112268140,0.0
SPATA8,0.0
LOC112268117,0.0
LOC780529,0.0
LOC105370362,0.0
SMPD5,0.0
ABHD5,0.0
LOC105373311,0.0
INPP5B,0.0
CD200,0.0
SLC25A39,0.0
C1orf112,0.0
VN1R5,0.0
UNKL,0.0
IATPR,0.0
NUDT1,0.0
FMO2,0.0
DTHD1,0.0
ANKRD30B,0.0
DZANK1,0.0
OR4C45,0.0
LLCFC1,0.0
DNAJC8,0.0
ZSWIM8,0.0
KIF23,0.0
AKR1B15,0.0
POM121C,0.0
WT1,0.0
PRB1,0.0
GCNT7,0.0
SAC3D1,0.0
AMBRA1,0.0
ARHGAP21,0.0
RPL37,0.0
GAB4,0.0
TTC21A,0.0
CA5A,0.0
RPGR,0.0
PGM3,0.0
BIRC8,0.0
TRNT1,0.0
VWC2L,0.0
LINC02617,0.0
HEAT2,0.0
LOC105372631,0.0
LOC105375423,0.0
LOC105379331,0.0
LOC107984036,0.0
LOC107984399,0.0
LINC02860,0.0
C8orf44,0.0
SEC22B2P,0.0
CNOT6,0.0
ZBTB44,0.0
SIRT3,0.0
KRT40,0.0
RPS6KL1,0.0
ROBO3,0.0
ZNF577,0.0
NOD2,0.0
LOC107985946,0.0
CHCHD5,0.0
CHST6,0.0
SRPRB,0.0
DEC1,0.0
TMCO5A,0.0
SSPO,0.0
POLR2J,0.0
PDIA4,0.0
ZNF71-SMIM17,0.0
CD163,0.0
NRG3,0.0
MIOS,0.0
MIR12129,0.0
MIR12130,0.0
MIR12131,0.0
MIR12132,0.0
MIR12133,0.0
MIR12135,0.0
MIR12136,0.0
MIR9902-2,0.0
ATP5MC2,0.0
ZIM2,0.0
KLK14,0.0
CNTRL,0.0
SH3GLB2,0.0
TCP10,0.0
UBAP2,0.0
ZDHHC4,0.0
PTGR2,0.0
MIR12127,0.0
LOC100505549,0.0
FLJ45513,0.0
LOC100130370,0.0
LOC100134391,0.0
C17orf112,0.0
C11orf44,0.0
C18orf65,0.0
LOC403312,0.0
LOC101927322,0.0
YDJC,0.0
LOC101929141,0.0
LOC101929578,0.0
LOC107985770,0.0
LOC101929950,0.0
LOC102724624,0.0
LOC105371566,0.0
LOC105371910,0.0
CCDC144NL,0.0
C12orf80,0.0
LOC112267934,0.0
LOC100129083,0.0
DUS4L-BCAP29,0.0
ORMDL1,0.0
SUMO1,0.0
LDLR-AS1,0.0
GALNT11,0.0
CNRIP1,0.0
NKRF,0.0
ZFHX3,0.0
CYP20A1,0.0
PTH2R,0.0
NNMT,0.0
C10orf126,0.0
LOC105376353,0.0
LOC105378479,0.0
CEP72,0.0
MIR12128,0.0
MIR12126,0.0
CPS1,0.0
TMEM219,0.0
MAIP1,0.0
KMT5B,0.0
WDR74,0.0
ST7,0.0
SNAPC3,0.0
C16orf74,0.0
RPS6KB1,0.0
PEG3,0.0
MIR548BC,0.0
MIR9718,0.0
MIR9898,0.0
MIR9899,0.0
MIR9900,0.0
MIR9902-1,0.0
MIR9903,0.0
MIR9985,0.0
LOC401478,0.0
C3orf36,0.0
C8orf87,0.0
C15orf32,0.0
C5orf66,0.0
IRF1-AS1,0.0
C5orf67,0.0
CALR4P,0.0
C7orf69,0.0
C3orf85,0.0
ARIH2OS,0.0
LOC388780,0.0
C14orf178,0.0
GDF5OS,0.0
LOC339862,0.0
C20orf78,0.0
CREB3L2-AS1,0.0
C2orf27B,0.0
C14orf177,0.0
MIR1843,0.0
MIR9986,0.0
MIR12125,0.0
MIR12116,0.0
MIR3059,0.0
MIR3085,0.0
MIR6529,0.0
MIR9851,0.0
MIR12113,0.0
MIR12114,0.0
MIR12115,0.0
MIR12117,0.0
MIR10226,0.0
MIR12118,0.0
MIR12119,0.0
MIR12120,0.0
MIR12121,0.0
MIR12122,0.0
MIR12123,0.0
MIR12124,0.0
MIR11401,0.0
MIR11400,0.0
MIR11399,0.0
MIR11181,0.0
MIR10392,0.0
MIR10393,0.0
MIR10394,0.0
MIR10396A,0.0
MIR10397,0.0
MIR10398,0.0
MIR10399,0.0
MIR10400,0.0
MIR10396B,0.0
MIR10522,0.0
MIR10523,0.0
MIR9983,0.0
MIR10524,0.0
MIR10525,0.0
MIR10526,0.0
LOC101929479,0.0
SEC22B3P,0.0
PCM1,0.0
ZNF215,0.0
LOC100128882,0.0
LOC100129540,0.0
LOC100129878,0.0
LOC100130268,0.0
TWIST1,0.0
NOD1,0.0
LOC100287175,0.0
LOC100291105,0.0
CD200R1L-AS1,0.0
LOC100505851,0.0
LOC100506358,0.0
LOC101927138,0.0
MAPRE3-AS1,0.0
LOC729968,0.0
LOC497256,0.0
LOC285097,0.0
LOC100128276,0.0
LOC91548,0.0
LINC02783,0.0
LOC728755,0.0
LOC91370,0.0
LOC284191,0.0
LOC284240,0.0
PFKM,0.0
LOC100288175,0.0
PP2672,0.0
MIG7,0.0
LINC02656,0.0
LOC400622,0.0
LOC440084,0.0
LOC440346,0.0
LOC642648,0.0
ZBTB44-DT,0.0
ZNF214,0.0
LINC02667,0.0
LOC613206,0.0
LOC339902,0.0
LOC100287467,0.0
LINC01290,0.0
IRF1,0.0
LIF-AS1,0.0
LINC02474,0.0
LIMS1-AS1,0.0
LINC01074,0.0
FARSA-AS1,0.0
LINC01374,0.0
LINC00407,0.0
LOC100128325,0.0
CFTR-AS1,0.0
LINC02155,0.0
CXXC5-AS1,0.0
LINC02156,0.0
LINC02569,0.0
LINC02488,0.0
IER3-AS1,0.0
LINC02561,0.0
LINC02567,0.0
KAZN-AS1,0.0
LINC02257,0.0
LOC729558,0.0
LOC100131472,0.0
LOC441179,0.0
LOC100126584,0.0
LOC401176,0.0
LOC100287329,0.0
LOC441087,0.0
LOC100128340,0.0
LAMC1-AS1,0.0
CAMTA1-DT,0.0
SLC25A34-AS1,0.0
LINC02562,0.0
LINC02560,0.0
FLNC-AS1,0.0
LINC02258,0.0
LOC100996740,0.0
RAF1,0.0
LINC02528,0.0
LOC105370401,0.0
CDC27,0.0
TMEM177,0.0
TRIM37,0.0
LOC107984035,0.0
GOSR2,0.0
LOC102725121,0.0
SCAANT1,0.0
LOC105377342,0.0
TEX26,0.0
TMUB2,0.0
POMT1,0.0
TRIM59-IFT80,0.0
UC.134,0.0
PRSS42P,0.0
CYB5RL,0.0
GPR137C,0.0
LOC107986845,0.0
LOC401021,0.0
MFSD11,0.0
SCAPER,0.0
IL16,0.0
ARMC9,0.0
ENDOV,0.0
LOC105372990,0.0
TACC1,0.0
LOC107984703,0.0
ST18,0.0
DENND3,0.0
SP140L,0.0
LOC105374338,0.0
L3MBTL2-AS1,0.0
DENND1A,0.0
LOC107984784,0.0
LOC105369147,0.0
MICA-AS1,0.0
TMEM202,0.0
NDUFAF8,0.0
LOC100134040,0.0
NDUFAF6,0.0
GPC3-AS1,0.0
ZDHHC21,0.0
FAM160B2,0.0
RABL2A,0.0
OSGEPL1,0.0
PLPP5,0.0
LRRC69,0.0
UBE3A,0.0
PPDPF,0.0
FHAD1-AS1,0.0
CTXND2,0.0
LOC647070,0.0
LEMD1-DT,0.0
LOC728660,0.0
LOC729291,0.0
AP1G2,0.0
NETO1,0.0
MTMR1,0.0
STAMBP,0.0
KATNAL2,0.0
DCAF8L2,0.0
SPATA6L,0.0
C5-OT1,0.0
UPF3A,0.0
LOC441204,0.0
C12orf76,0.0
CELF4,0.0
CCDC191,0.0
RNASEH1,0.0
CLHC1,0.0
ZNF846,0.0
LOC100505555,0.0
C19orf54,0.0
FAAH2,0.0
TM6SF1,0.0
TAB2-AS1,0.0
LINC02518,0.0
LOC100996318,0.0
FTO,0.0
MRPL32,0.0
TMEM209,0.0
MAPK6-DT,0.0
LOC112543491,0.0
SIRLNT,0.0
STRADA,0.0
FANCL,0.0
RABL3,0.0
MUC5B-AS1,0.0
NOTCH2NLR,0.0
CCNG1,0.0
CD74,0.0
AP3S1,0.0
ETF1,0.0
NR3C1,0.0
OXCT1,0.0
SLC37A3,0.0
PHYHIP,0.0
ERICH1,0.0
LRATD2,0.0
LINC02643,0.0
LOC105376453,0.0
WDR91,0.0
CRKL,0.0
DDHD2,0.0
EIF3D,0.0
ADAMDEC1,0.0
ZC2HC1A,0.0
PHF20L1,0.0
GOLGA7,0.0
THEM6,0.0
BIN3,0.0
SH2D4A,0.0
TMEM68,0.0
UBXN2B,0.0
CEP128,0.0
LINCADL,0.0
LOC105378305,0.0
LOC100287387,0.0
LOC646588,0.0
TEX52,0.0
LOC107986794,0.0
SCAT2,0.0
SCAT8,0.0
CASC4,0.0
LOC729254,0.0
LOC105373759,0.0
RNU6ATAC35P,0.0
LOC107985856,0.0
LOC107985939,0.0
LOC105371763,0.0
CCNYL3,0.0
LOC105369266,0.0
LOC107984813,0.0
LINC02809,0.0
LOC102724720,0.0
SBNO1-AS1,0.0
LOC101929599,0.0
LOC105369728,0.0
LOC112268173,0.0
HPAT5,0.0
LINC02692,0.0
TBILA,0.0
C9orf85,0.0
ZKSCAN7-AS1,0.0
NGF-AS1,0.0
DNAJB12,0.0
SFXN3,0.0
ITGA6-AS1,0.0
LOC402096,0.0
COMMD4P1,0.0
LOC644215,0.0
NUP98,0.0
LOC102725021,0.0
LINC02655,0.0
LINC02669,0.0
LINC02527,0.0
LINC02500,0.0
LINC02565,0.0
IDH2-DT,0.0
LINC02550,0.0
MICB-DT,0.0
LINC02556,0.0
LINC02542,0.0
LINC02564,0.0
LINC02530,0.0
TERT,0.0
CNNM3-DT,0.0
SLC35E3,0.0
MMP24OS,0.0
NPM1,0.0
PDGFRB,0.0
PPP2CA,0.0
TRPM7,0.0
LINC02558,0.0
LINC02572,0.0
LINC02505,0.0
LINC02513,0.0
LINC02526,0.0
LINC02540,0.0
LINC02508,0.0
LINC02514,0.0
LINC02509,0.0
LINC02511,0.0
LINC02546,0.0
LINC02548,0.0
LINC02545,0.0
CERNA3,0.0
MAL2-AS1,0.0
LINC02571,0.0
LINC02533,0.0
LINC02241,0.0
LINC02501,0.0
CAPS2,0.0
LOC105373159,0.0
SMIM29,0.0
LINC00319,0.0
LINC02578,0.0
GAPDH,0.0
SLC8B1,0.0
FBXL21P,0.0
RNF227,0.0
DLEU2,0.0
DIO3OS,0.0
PWRN2,0.0
C10orf91,0.0
LOC100288123,0.0
LOC101927759,0.0
EPM2A,0.0
ATRIP-TREX1,0.0
LOC105374312,0.0
ZUP1,0.0
LOC101927699,0.0
LINC02573,0.0
BNC2-AS1,0.0
KIF26B-AS1,0.0
G2E3-AS1,0.0
BRD3OS,0.0
RPSAP58,0.0
C1orf137,0.0
C9orf106,0.0
SCART1,0.0
FAM153CP,0.0
CRYZL2P-SEC16B,0.0
SRP54-AS1,0.0
LINC01902,0.0
LINC02009,0.0
LINC02020,0.0
LINC02465,0.0
LINC02580,0.0
LINC01807,0.0
LINC02062,0.0
LINC00355,0.0
ERV3-1,0.0
EXOC3-AS1,0.0
LOC101928924,0.0
LINC02121,0.0
LINC02197,0.0
LINC02218,0.0
LINC02119,0.0
LINC02217,0.0
LINC02123,0.0
LOC101929109,0.0
LOC101927908,0.0
LOC100507464,0.0
LINC01957,0.0
LOC100996419,0.0
ZNF517,0.0
LINC02223,0.0
LOC441086,0.0
LOC340090,0.0
LOC401442,0.0
LINC02103,0.0
LOC105374704,0.0
LOC105374727,0.0
LINC02110,0.0
LOC105374516,0.0
PARP10,0.0
LOC105375401,0.0
PPM1K-DT,0.0
FAM72A,0.0
LINC00972,0.0
LOC105379192,0.0
LOC105379183,0.0
LOC105379176,0.0
LOC105379143,0.0
ZNF658,0.0
ADSL,0.0
BCL2L1,0.0
LOC105375166,0.0
LOC105377763,0.0
LOC100507071,0.0
LOC101927141,0.0
LOC105375429,0.0
CARD19,0.0
LOC100506937,0.0
LOC102725080,0.0
LOC101927278,0.0
LINC02671,0.0
LOC105375744,0.0
ZNF584,0.0
LOC105375773,0.0
DCTPP1,0.0
LOC101927513,0.0
LOC101929117,0.0
NDUFS4,0.0
DENND2A,0.0
LINC02664,0.0
LINC02623,0.0
LINC02658,0.0
